14 11 59 4 16 178 196 123 	74 14 40 71 59 4 16 	2.600
45 45 	45 45 	3.250
153 197 153 153 153 64 16 16 134 153 	187 153 153 153 137 64 16 110 153 134 153 153 	5.000
199 17 87 199 186 166 	199 199 166 	3.000
48 191 45 176 9 9 86 64 64 59 	9 9 9 55 190 55 142 64 64 9 	3.750
40 12 152 161 152 21 152 190 	190 190 152 152 40 190 190 161 21 152 190 	4.250
76 145 169 147 58 0 147 	169 147 0 147 166 58 76 145 	4.750
65 196 196 196 196 196 	65 196 196 196 196 196 3 45 	3.250
9 85 85 0 99 85 189 101 137 169 186 156 135 	157 101 85 101 92 60 148 0 169 186 101 85 156 135 	3.750
152 177 103 141 	152 177 141 103 141 59 	3.250
64 80 49 22 49 64 	80 119 49 49 49 119 	3.800
23 34 34 	34 34 23 	5.000
196 64 39 85 19 100 87 100 100 	88 19 100 87 100 100 196 64 	3.600
51 137 0 65 184 	156 51 137 0 65 137 137 	3.800
0 196 196 0 196 	196 196 196 60 148 	2.000
166 129 63 177 45 142 89 	166 180 153 39 127 142 89 	3.400
167 83 23 147 190 196 196 	167 167 23 147 190 	4.200
113 92 186 186 186 35 64 93 87 93 	186 91 186 118 92 91 186 186 	3.400
171 	165 120 120 171 	3.000
110 73 156 119 105 119 119 	110 73 156 105 119 64 	3.000
83 18 186 	83 173 186 32 186 28 	3.250
64 64 64 64 64 147 64 64 	64 129 64 23 64 64 	2.750
85 85 128 87 85 	85 85 87 85 12 	2.600
102 102 85 119 85 	85 102 85 85 30 	3.400
0 190 81 80 80 70 190 84 178 	137 190 80 80 190 84 81 	3.600
86 45 23 9 106 123 	23 191 105 45 23 9 123 23 	3.600
119 119 156 80 98 120 120 	119 119 119 156 119 179 98 95 120 120 	4.800
147 147 40 147 87 87 147 35 141 147 147 	186 147 186 190 40 87 87 127 147 147 35 141 	4.000
60 161 127 156 112 	60 127 112 	3.600
30 42 42 11 30 42 42 30 30 30 30 42 166 11 166 	62 42 42 11 11 166 30 30 29 30 30 42 	3.400
45 111 111 65 	45 111 111 76 111 	2.400
85 85 147 	85 85 147 11 	4.222
58 14 	9 11 23 14 88 	3.000
92 58 81 161 0 85 	186 81 11 137 58 81 0 	3.000
179 87 87 179 91 177 76 	84 87 91 91 91 91 166 	2.750
30 193 13 170 122 13 170 30 141 	30 48 30 160 14 13 170 14 13 14 14 	4.000
92 51 137 8 156 	55 92 131 51 137 8 49 	1.750
178 178 178 178 179 198 155 155 198 	110 171 137 177 23 130 155 155 	1.750
74 119 59 	12 12 145 119 	4.500
152 91 9 50 82 82 42 178 152 144 82 	0 82 91 152 42 178 152 177 82 82 	3.250
30 30 139 119 30 193 	30 30 61 30 193 	5.000
154 64 117 166 169 64 64 64 71 	117 166 158 64 64 64 64 	3.000
137 147 11 85 85 147 11 51 	137 43 123 85 85 198 85 85 147 	2.800
68 148 71 93 42 44 	71 71 175 148 71 14 28 113 	2.667
96 161 161 138 102 85 63 89 96 102 	96 161 85 102 85 14 96 85 	4.000
161 104 	161 104 	4.400
30 161 30 30 30 30 42 151 30 30 42 	30 161 30 30 30 42 30 30 42 30 30 30 	4.250
85 83 85 156 147 85 153 74 	153 58 85 156 85 85 	4.176
167 145 	187 	3.000
112 12 	12 119 160 119 	2.500
30 127 153 30 136 165 156 73 48 147 188 188 12 68 30 30 30 161 	13 30 188 188 197 147 12 13 13 13 193 161 	3.800
91 85 30 	91 123 85 30 	4.600
190 85 190 85 85 85 163 	36 177 85 190 85 185 85 85 85 	1.400
85 69 102 69 69 69 69 60 102 	102 102 40 102 102 69 69 69 102 	2.800
124 58 142 21 9 189 	123 189 0 116 142 87 9 189 	2.800
149 166 59 54 97 	59 54 149 	4.200
90 147 0 0 0 147 85 	0 147 147 156 147 147 58 	1.000
71 71 98 167 167 167 167 	71 71 52 3 167 167 167 167 	4.200
12 177 53 177 120 	177 177 177 53 43 12 	2.750
90 	9 9 	2.500
104 184 48 152 184 39 137 137 	104 184 162 184 184 152 184 	3.500
138 127 101 101 	138 76 101 	4.750
30 30 30 30 30 30 156 30 	30 30 30 30 30 30 0 70 156 30 156 12 	3.000
140 9 70 70 70 153 49 111 30 56 30 	27 9 1 23 23 23 30 8 111 56 30 	4.000
139 81 85 87 87 155 85 	189 42 42 87 87 87 	2.000
84 68 68 68 83 165 12 176 165 165 177 	84 68 68 83 165 156 	3.200
18 58 93 178 186 191 	58 93 178 100 191 191 	3.600
170 93 109 132 193 48 48 9 71 70 	65 70 170 70 70 48 48 9 70 71 70 	3.800
30 30 30 30 30 56 30 30 30 30 30 	30 90 30 30 30 30 30 30 30 56 30 	5.000
141 141 141 141 	123 152 141 141 90 141 141 141 	4.000
184 58 1 	115 58 	3.000
162 177 190 81 152 127 152 	177 190 81 152 152 	2.500
119 89 63 106 148 64 	49 49 	3.000
89 64 64 14 	138 14 118 14 	4.000
68 70 17 7 127 102 70 65 102 	17 7 85 70 102 0 	3.000
74 6 37 147 85 	85 90 102 35 85 	2.625
2 85 83 85 93 93 93 85 116 85 43 	167 85 43 93 85 49 123 85 43 	3.200
90 90 186 132 110 90 12 	90 90 186 132 90 90 47 53 90 12 	4.000
158 43 185 39 157 157 161 39 139 39 	158 74 185 11 157 157 161 143 191 	3.200
190 198 190 153 8 	198 190 153 19 	2.400
178 9 60 113 152 166 0 152 23 60 152 60 	92 179 9 60 113 166 0 152 23 128 61 60 23 191 152 152 	4.400
198 198 45 123 156 65 10 181 6 	198 198 45 123 186 156 65 181 6 105 169 	3.600
147 101 87 0 166 12 87 63 55 166 147 	148 64 181 23 10 88 88 88 88 	3.600
82 82 5 5 158 141 5 	82 82 158 82 5 5 5 	4.600
85 87 0 21 82 182 100 	87 0 21 186 115 21 	4.400
196 55 43 91 34 34 40 165 55 	127 91 34 34 127 165 55 196 55 	4.400
33 178 30 122 30 52 	30 122 119 52 33 178 153 	4.600
177 144 141 144 165 144 199 141 166 	177 144 141 144 12 166 199 	4.400
167 113 197 9 91 132 159 91 190 	9 195 132 159 91 95 93 	2.600
127 125 67 67 181 	175 88 50 181 	3.600
175 148 25 147 147 	148 25 147 147 147 	4.200
70 64 54 70 64 64 28 119 61 	64 54 70 64 64 11 	3.200
175 64 143 89 	64 64 91 89 	2.000
43 163 177 127 72 171 171 	43 163 11 	2.800
17 68 143 187 187 24 174 187 	17 68 143 187 187 153 96 41 	1.600
196 23 23 16 148 76 	196 171 139 190 148 	3.400
112 185 85 57 85 87 85 85 85 	85 25 85 57 85 87 85 115 85 	4.000
82 82 82 60 82 82 	82 82 82 60 82 	2.600
100 190 192 158 56 100 186 186 100 157 93 30 100 	12 192 158 67 186 19 186 186 157 30 30 186 100 186 	2.800
42 85 85 58 149 87 0 	85 58 149 87 87 85 0 	3.000
64 64 11 10 87 87 43 152 164 	122 87 87 110 152 4 	3.600
23 186 64 64 168 74 23 23 56 137 137 137 137 148 137 92 	23 186 64 64 168 12 23 6 92 146 92 92 104 113 64 148 92 92 	5.000
64 64 64 64 64 64 64 78 64 	23 23 23 158 12 195 83 119 195 23 	3.400
71 91 191 199 164 191 129 	129 145 48 191 199 164 174 129 	4.000
14 192 93 96 170 170 163 	14 12 47 	4.000
36 119 122 77 199 199 77 83 	86 0 119 122 110 199 199 	3.500
64 64 96 4 96 65 135 20 189 	96 4 96 22 20 189 89 	4.500
174 111 111 89 	174 0 111 111 111 144 	3.200
100 67 11 11 	11 11 12 	3.800
87 145 165 91 87 76 87 65 	87 91 91 87 87 76 87 81 	3.200
139 33 139 12 49 64 14 65 49 49 21 88 	184 56 138 139 49 14 65 49 49 21 88 	4.000
138 76 120 83 121 153 153 138 	138 76 120 83 121 153 64 177 	3.000
92 177 156 	156 	4.250
192 192 192 110 168 162 113 192 84 	199 84 184 184 84 	1.500
30 119 	192 119 	4.250
34 164 111 164 111 111 111 111 138 10 	135 10 28 111 111 138 138 164 164 111 164 111 	4.250
133 27 87 98 98 79 87 	169 98 87 79 87 	0.750
184 122 111 158 132 111 111 184 	59 122 111 158 116 93 164 60 184 	3.000
88 123 43 88 116 57 154 166 12 	197 43 103 116 57 104 	3.500
55 64 64 178 190 59 64 64 64 	55 64 190 190 59 64 92 194 	3.750
160 3 116 160 89 	115 160 134 	4.000
12 188 186 87 57 87 75 0 79 	186 87 133 156 72 102 147 79 87 	1.750
12 79 4 12 35 189 35 0 90 	25 192 35 12 35 0 108 90 	1.750
137 137 137 3 3 137 145 3 137 22 	137 11 137 137 137 137 3 58 178 3 58 22 	3.750
72 76 64 10 181 191 	10 181 191 	4.000
147 32 87 12 147 147 147 	147 124 0 147 147 147 	2.000
23 23 189 153 23 92 	52 189 153 23 60 73 	3.400
21 17 156 147 147 147 169 147 74 	147 160 113 81 11 11 113 142 17 0 147 147 147 169 147 	1.400
12 116 90 106 30 190 	30 190 65 116 90 106 	4.800
180 85 156 87 	85 87 180 156 87 	2.000
1 76 0 1 1 93 1 150 1 1 	76 1 93 100 150 150 1 178 	3.400
127 127 138 144 177 165 127 127 159 	166 127 166 183 165 127 73 127 	2.400
84 47 193 170 84 18 193 40 47 	193 54 193 177 193 23 	3.400
34 153 181 85 168 153 23 23 23 64 23 70 13 	23 23 153 181 168 168 153 23 64 23 70 13 	4.800
147 57 83 161 93 	178 147 161 93 	2.600
169 87 87 79 87 	11 196 98 87 12 12 	2.400
33 9 54 67 195 45 34 	33 9 54 34 192 	2.600
87 0 93 85 12 	12 0 85 93 85 	2.800
194 189 91 12 184 189 189 189 91 71 189 189 189 	178 189 186 189 189 189 91 12 189 189 189 	4.400
102 138 49 116 141 	138 49 142 141 122 41 	3.200
116 	150 193 	2.400
72 19 137 102 178 52 52 52 	175 64 137 102 178 72 19 137 52 	4.000
147 0 147 156 3 	39 147 147 147 0 147 156 3 	3.250
119 88 61 88 119 41 88 88 	12 88 61 88 30 41 	4.000
11 98 70 70 8 36 98 70 70 11 93 	98 30 70 8 197 98 70 70 11 11 98 	2.750
59 35 64 190 190 	59 35 190 81 	4.000
186 87 79 87 87 87 156 	186 87 3 110 87 32 0 79 87 	3.600
154 47 63 	9 154 47 63 	3.600
156 93 35 37 87 	156 93 40 81 178 87 	4.400
191 88 166 88 166 88 166 	18 191 88 166 88 166 88 88 166 	3.800
162 1 	23 23 99 190 23 23 	4.200
100 4 23 9 32 198 31 	151 122 122 100 4 23 9 32 31 	3.600
147 88 114 102 70 	174 30 114 114 	4.600
180 65 198 129 129 37 173 11 	180 65 198 129 129 173 145 	3.600
129 129 197 	63 	3.250
52 64 	52 52 52 192 	4.000
64 174 161 	64 64 191 161 	4.500
78 87 98 98 57 87 	98 78 87 98 98 109 40 87 	2.500
17 101 17 17 17 17 	17 101 17 17 17 17 51 26 17 	3.750
30 30 65 156 65 137 101 30 87 87 87 	30 30 65 156 65 60 101 30 	4.000
186 87 17 87 98 37 87 87 	91 87 17 127 79 87 	1.500
151 12 60 60 	151 83 60 83 83 23 129 	3.750
64 12 190 190 190 190 	18 40 67 190 190 	3.455
191 67 83 42 60 197 42 9 67 64 	28 9 173 49 67 83 1 60 9 	5.000
95 30 177 177 8 39 	177 177 95 8 39 	3.750
158 24 24 74 173 24 24 62 24 24 48 	164 24 145 24 74 173 24 145 24 191 45 164 	4.000
186 87 79 87 	186 87 79 87 	2.500
170 170 	199 199 170 170 23 145 	0.250
179 11 70 190 	11 11 11 70 52 	1.750
64 52 33 58 23 23 11 184 147 132 	64 64 33 163 58 23 23 23 132 11 184 	5.000
154 154 19 55 159 	55 7 41 55 159 61 	3.833
118 52 175 87 156 64 152 13 	70 87 156 190 64 93 13 13 190 175 	3.750
76 102 180 12 	3 161 71 102 180 	3.250
36 84 59 75 185 175 	117 25 64 197 84 75 65 75 185 	2.750
193 30 30 30 30 86 30 30 163 30 30 30 	30 30 30 30 86 30 81 30 	3.000
190 40 85 	84 62 85 93 	4.400
82 188 177 127 145 170 152 152 	82 127 145 150 152 152 	3.200
102 102 137 77 8 77 12 70 85 	102 102 110 85 104 110 110 76 137 77 85 110 	4.600
53 128 138 138 138 	30 128 	3.600
190 85 44 187 85 85 85 138 85 	190 85 87 85 85 	4.400
192 169 28 156 76 181 181 7 	192 169 88 156 30 156 76 30 	3.400
80 4 8 4 105 4 4 4 0 90 	4 4 4 4 4 4 170 4 8 	4.056
23 91 147 30 50 50 23 11 161 11 11 12 	98 23 98 30 50 50 23 49 175 	3.500
167 67 191 133 101 186 161 85 21 180 	21 60 57 67 147 191 133 60 186 85 85 	5.000
119 28 89 180 40 28 	119 28 180 40 28 	3.000
156 161 64 64 64 	64 64 145 4 64 	3.750
199 110 10 17 101 128 142 105 192 0 	142 178 127 199 192 7 17 67 142 105 0 0 	4.000
5 119 119 30 26 120 189 150 170 	30 30 119 116 120 120 120 120 	4.000
78 87 98 98 69 87 	57 143 87 98 98 32 79 87 	4.750
146 67 9 71 9 9 71 146 10 10 10 146 	146 190 142 71 9 180 71 146 10 10 	3.750
70 194 166 179 119 12 70 179 179 177 12 177 	123 179 119 12 70 115 54 12 	3.800
61 191 30 38 30 38 40 	30 30 170 191 30 38 30 193 	4.000
65 29 113 71 17 159 	51 29 71 17 159 68 79 	3.500
137 166 33 86 137 	144 120 87 58 58 78 147 	3.176
152 141 111 111 90 111 158 	173 61 111 111 90 111 111 	4.200
111 89 184 64 107 	93 64 58 	3.400
92 85 15 147 158 87 147 147 87 	92 85 15 147 158 87 147 147 191 87 	4.600
137 11 11 55 172 190 190 	49 52 190 64 	4.000
196 196 78 196 191 196 	196 12 196 196 196 191 	4.000
89 23 156 30 178 156 156 119 	89 119 23 23 23 156 12 178 	3.250
58 133 152 12 	79 133 12 	3.643
152 161 93 43 156 	111 161 43 93 43 	3.600
147 137 137 137 137 102 137 137 116 137 137 154 	82 82 137 137 137 137 137 137 137 194 137 137 	4.000
169 98 32 79 87 118 92 	1 50 87 98 98 79 87 	1.000
184 81 101 36 101 175 	81 81 175 	3.400
164 186 190 111 104 160 171 104 	190 104 104 160 171 104 	1.750
56 10 45 	40 45 45 37 	3.000
50 64 	136 136 179 64 	3.250
64 64 	52 64 37 158 158 	2.750
23 23 146 23 23 	23 23 146 23 	3.400
102 102 102 30 102 102 102 25 102 102 102 22 	82 59 102 102 15 102 102 22 	3.600
156 84 119 187 187 198 96 127 43 34 34 167 156 	156 34 84 198 96 127 43 34 138 167 156 65 	3.200
147 127 9 9 43 196 147 147 	147 129 43 43 177 33 87 147 147 12 186 	3.200
40 2 162 92 166 	105 92 9 	2.800
161 93 12 136 136 90 43 12 	64 161 93 136 47 	2.400
71 113 71 173 172 138 71 71 137 137 	71 113 173 172 138 93 93 71 93 157 137 137 	3.400
85 110 147 40 105 147 79 105 45 	189 199 40 105 79 83 93 	3.600
147 87 156 147 63 	85 87 3 71 87 	3.800
9 9 67 67 67 146 	67 67 146 191 	3.400
85 85 139 	102 85 85 9 85 169 165 	4.800
91 127 91 91 12 	113 91 91 127 91 12 	3.800
164 188 25 25 87 25 25 87 	25 25 166 25 25 162 191 29 186 91 43 	3.333
147 157 147 157 	147 87 157 147 33 63 	2.500
148 129 91 177 161 	129 91 177 161 	3.500
50 118 	102 75 50 	1.900
85 18 7 187 78 96 175 	50 50 85 86 175 78 	3.000
87 18 85 73 82 82 	87 125 82 43 85 83 	3.600
186 87 79 87 	186 87 17 79 87 	2.400
37 129 107 	185 185 37 129 107 	3.200
197 115 43 199 77 184 	197 115 167 106 115 43 199 77 184 	2.000
64 	64 64 	3.800
38 98 	27 191 98 98 32 38 	3.000
6 166 119 152 152 152 152 	0 166 119 119 98 59 152 152 	3.692
155 155 155 155 155 155 	155 67 71 155 155 199 	3.000
76 151 151 73 93 17 17 	189 76 45 151 73 85 	3.000
64 67 64 190 106 64 67 64 82 186 	27 64 67 78 82 82 	2.750
181 87 0 27 27 181 27 	181 0 27 27 181 27 	3.250
153 169 102 86 153 161 52 153 153 102 	146 102 86 139 153 153 153 153 102 153 153 	3.250
196 71 18 81 	71 178 81 	3.750
38 57 9 176 156 	30 21 30 9 176 156 30 	3.600
87 155 186 186 87 186 83 83 34 138 19 187 	85 87 87 186 83 83 34 95 19 187 	3.500
91 190 190 70 70 60 	70 70 60 190 190 91 	5.000
191 129 191 100 191 191 116 83 	191 129 191 100 191 191 	3.750
163 177 177 177 177 177 97 146 83 163 177 177 70 177 	9 177 91 177 177 144 144 19 83 163 12 	3.000
179 188 138 42 73 	0 179 138 	4.000
84 60 64 12 29 35 	95 60 64 12 23 	3.333
138 127 166 177 177 177 102 190 	127 165 127 177 177 146 169 190 	3.333
180 179 178 186 104 98 	98 180 179 	4.667
52 182 118 1 196 	191 59 118 1 30 190 190 	3.333
111 111 111 111 111 	191 92 111 111 	2.600
65 156 69 141 83 83 122 169 169 19 141 83 100 89 122 	35 77 87 141 83 177 169 169 19 141 83 100 138 191 	2.400
92 12 167 184 	39 87 184 167 39 107 	3.857
164 164 164 164 164 65 164 102 127 	164 164 164 164 164 0 146 	1.800
192 192 128 101 192 192 	102 102 102 192 192 102 102 101 192 192 	3.600
190 190 196 196 196 71 	190 190 196 116 190 67 190 190 	2.400
152 42 178 152 177 178 82 	0 82 124 152 42 178 152 177 82 82 	3.000
124 47 47 	124 47 47 	2.000
156 147 1 147 	85 93 0 85 137 	1.600
166 157 162 	145 8 162 	4.000
89 87 100 60 70 110 65 0 87 87 166 70 	87 110 70 65 70 76 	3.600
137 47 47 47 53 66 95 	47 47 47 68 79 	3.800
23 76 177 177 12 12 	76 127 177 79 127 112 	4.400
0 190 190 190 23 30 139 162 	0 190 190 23 	3.000
64 64 64 64 49 64 	64 64 64 64 139 64 64 146 	3.800
147 186 87 0 79 87 87 87 93 	180 186 87 0 79 87 	3.000
119 64 34 156 96 	119 64 156 34 156 	4.250
10 33 171 0 87 	0 87 14 0 87 	1.273
29 78 87 98 98 32 79 87 	169 98 109 79 87 175 	1.000
191 62 185 45 157 157 	157 45 157 157 87 87 157 51 	3.000
64 148 12 11 	9 174 64 	4.000
136 12 111 111 	160 111 111 11 74 	3.500
85 127 91 177 	85 127 85 91 113 91 	4.000
119 196 105 9 65 13 156 71 180 	105 9 65 156 71 180 	3.250
169 98 79 87 	169 87 17 87 12 191 12 	2.000
147 128 156 147 147 147 147 	147 128 87 147 147 	1.000
166 127 166 82 64 197 82 152 177 	166 29 64 48 65 152 30 	3.000
51 111 111 46 190 190 190 43 111 34 	51 111 111 46 180 10 59 	2.600
84 147 84 151 	85 190 190 190 147 84 151 	2.600
152 152 196 186 152 152 	196 43 152 152 186 147 	4.600
191 191 191 191 	104 122 127 	3.200
196 0 191 23 156 168 58 65 147 23 23 	23 156 168 58 65 147 23 23 	3.000
64 64 79 79 34 61 192 	87 84 79 79 79 79 192 	4.750
141 111 	142 111 111 	4.500
85 147 74 85 175 	68 85 153 85 147 85 85 85 175 	2.750
138 138 184 175 91 84 	199 84 184 184 84 	2.200
11 98 147 73 88 117 166 73 	53 147 73 88 117 166 73 	3.000
147 100 182 0 147 87 63 12 147 147 	100 147 75 156 147 32 87 147 12 147 147 186 	2.400
30 40 30 84 83 91 96 116 193 84 	30 40 32 91 26 91 96 	3.000
9 158 88 9 42 9 190 9 42 156 156 	9 158 186 42 9 190 31 120 42 156 	3.000
181 197 71 2 71 71 85 9 9 23 	123 94 71 2 71 71 85 180 	4.000
14 199 104 186 141 	171 186 141 	2.588
129 191 95 177 	177 170 127 176 147 105 95 177 	3.600
12 0 87 196 91 0 87 196 	0 87 196 129 0 87 196 91 91 	4.667
67 57 42 174 76 8 76 	67 57 42 174 76 	3.333
92 85 87 	17 148 92 85 146 79 87 	2.333
33 196 79 190 74 196 190 	33 196 79 57 	3.333
59 18 18 161 137 137 64 64 	59 18 178 161 137 137 178 137 	3.000
160 138 190 23 177 	138 190 23 177 	2.250
184 114 130 163 	10 110 114 130 	2.500
91 191 23 23 60 164 186 	9 136 9 60 164 186 	3.250
177 82 150 165 53 	177 177 140 165 53 67 38 58 177 	4.000
110 64 6 93 153 11 	110 64 64 64 133 93 153 11 	4.500
194 14 64 28 	14 64 64 58 	3.500
147 11 178 101 161 162 156 147 68 101 157 91 161 	3 178 101 11 156 147 170 101 157 91 161 	4.750
181 177 177 177 166 33 166 	181 85 160 181 179 190 	2.000
64 64 64 64 2 	64 64 64 64 2 64 	3.600
64 129 	129 122 	2.769
11 64 64 93 153 153 	64 89 64 93 153 153 	3.400
187 85 156 87 	102 85 92 23 186 182 156 87 	4.000
48 189 146 145 81 48 145 145 67 162 	48 48 163 145 81 64 150 188 	3.500
36 13 5 116 	191 36 13 5 	2.000
70 161 14 100 145 	100 85 100 145 85 	4.000
8 85 188 23 64 	64 8 23 64 43 	2.800
48 147 147 10 147 87 	147 147 103 103 87 	1.400
6 76 116 190 116 179 	116 190 116 179 86 	4.000
12 		3.200
153 87 22 153 22 153 153 153 153 156 87 153 153 153 0 87 	65 182 156 26 26 100 150 150 0 87 	1.800
10 184 10 51 167 	93 137 137 10 51 167 	3.400
134 104 184 93 147 193 194 	147 193 194 134 104 184 93 	4.733
77 81 102 4 85 108 156 53 85 	102 184 108 110 53 49 85 110 	1.600
23 95 52 117 104 104 1 104 129 	95 190 117 129 134 	3.200
14 100 147 50 147 50 50 137 92 	92 195 100 147 50 50 	4.800
87 85 87 156 87 87 85 85 156 87 2 85 85 	51 97 87 156 87 2 85 85 87 87 85 85 	1.400
183 102 92 102 118 118 81 	118 134 183 118 81 	2.600
119 119 179 119 116 119 169 119 119 175 178 	119 119 119 109 119 119 179 119 12 119 	3.500
69 11 	143 2 	3.750
84 142 79 142 64 	84 27 64 	3.250
185 147 28 81 20 156 87 96 85 	28 81 17 0 147 98 87 	1.750
23 119 136 119 119 156 119 34 	90 171 136 119 42 	3.000
85 10 81 178 25 137 77 25 	18 25 77 17 66 25 	3.500
125 64 122 84 	64 84 64 64 	3.250
169 98 79 87 	90 8 90 90 90 90 0 90 12 90 90 	2.250
153 93 77 71 	172 137 129 169 93 71 195 	4.000
147 147 151 147 87 	147 147 147 32 147 147 151 87 87 	3.250
111 187 187 72 187 111 111 111 51 23 111 	72 187 111 34 161 111 111 104 135 104 	4.250
160 		2.400
0 87 196 156 87 163 59 109 	163 59 109 0 136 	2.400
90 90 	168 90 147 170 	4.000
83 156 87 145 145 	13 83 0 87 145 156 87 	3.000
91 83 83 91 91 83 65 	76 91 91 91 190 91 91 114 57 91 91 83 	3.400
147 81 147 156 147 0 3 147 147 147 	147 156 147 65 148 0 87 147 178 	3.800
128 71 45 18 11 157 157 	128 45 44 71 157 157 	4.000
159 93 7 53 	159 93 	3.200
138 156 12 102 177 64 	23 138 102 23 64 64 64 	3.500
33 135 135 	33 161 71 93 	2.500
9 116 27 66 66 66 66 66 66 66 	66 66 66 66 66 66 66 66 66 161 	4.500
59 49 50 	59 127 50 127 	3.600
147 87 147 147 147 129 71 134 11 186 186 186 	150 87 147 16 11 196 116 186 87 59 147 147 116 189 	2.800
61 23 61 61 23 	23 172 61 9 61 23 	4.800
29 143 87 98 98 79 87 	169 98 79 87 	0.800
39 81 23 85 196 3 3 	39 50 23 85 87 0 87 	4.091
170 197 64 30 81 43 0 64 	18 197 53 163 1 64 81 	5.000
84 56 170 88 83 	84 58 88 83 170 	3.750
129 129 39 51 	129 39 180 	3.667
52 23 23 59 60 92 	52 23 23 104 92 92 	2.667
64 64 153 58 87 85 	52 52 153 58 58 77 87 85 	3.333
98 78 87 98 98 79 87 	186 87 87 78 87 98 98 87 	3.000
67 36 73 119 52 119 60 92 198 147 36 119 	193 70 88 67 119 52 119 60 92 198 147 67 	3.444
104 173 	104 191 50 10 129 	3.800
127 169 123 169 169 	169 27 169 169 	3.000
